No ,Kode ,Title,Harga 20%,Harga Dasar,Deskripsi Pendek,,Warna ,,Bahan ,,Ukuran ,,Keterangan,,Heels,stok,Berat,Kategori,Featured Image,Gambar ,,,stock
346,SSN 598,SSN 598,150048,125040,"Warna:Dongker Kombinasi,Bahan:Fleece,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Dongker Kombinasi,",Bahan:",Fleece,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,346.jpg,346.jpg,346,.jpg,1
347,SSN 429,SSN 429,155232,129360,"Warna:Tosca Hijau,Bahan:Fleece,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Tosca Hijau,",Bahan:",Fleece,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,347.jpg,347.jpg,347,.jpg,1
348,SIP 962,SIP 962,161568,134640,"Warna:Dongker Biru,Bahan:Katun,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Dongker Biru,",Bahan:",Katun,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,348.jpg,348.jpg,348,.jpg,1
349,SZK 601,SZK 601,128592,107160,"Warna:Hitam Kombinasi,Bahan:Oscar Metalic,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Hitam Kombinasi,",Bahan:",Oscar Metalic,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,349.jpg,349.jpg,349,.jpg,1
350,SSN 247,SSN 247,115200,96000,"Warna:Hitam,Bahan:Lacoste,Ukuran: 6 - 8 - 10,Keterangan:,Heels:",Warna:,Hitam,",Bahan:",Lacoste,",Ukuran:", 6 - 8 - 10,",Keterangan:",,",Heels:",,instock,1,,350.jpg,350.jpg,350,.jpg,1
351,LOL 734,LOL 734,187200,156000,"Warna:Coklat Hijau,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:12 cm",Warna:,Coklat Hijau,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",12 cm,instock,1,Sandal->Sandal Wanita,351.jpg,351.jpg,351,.jpg,1
352,LOL 795,LOL 795,187200,156000,"Warna:Coklat Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:12 cm",Warna:,Coklat Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",12 cm,instock,1,Sandal->Sandal Wanita,352.jpg,352.jpg,352,.jpg,1
353,LTE 816,LTE 816,175680,146400,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:9 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",9 cm,instock,1,Sandal->Sandal Wanita,353.jpg,353.jpg,353,.jpg,1
354,LTD 761,LTD 761,171072,142560,"Warna:Cream Kombinasi,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:6 cm",Warna:,Cream Kombinasi,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,354.jpg,354.jpg,354,.jpg,1
355,LTV 907,LTV 907,178416,148680,"Warna:Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:11 cm",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",11 cm,instock,1,Sandal->Sandal Wanita,355.jpg,355.jpg,355,.jpg,1
356,LTD 812,LTD 812,177840,148200,"Warna:Full Color,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:11 cm",Warna:,Full Color,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",11 cm,instock,1,Sandal->Sandal Wanita,356.jpg,356.jpg,356,.jpg,1
357,LOL 833,LOL 833,187200,156000,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:12 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",12 cm,instock,1,Sandal->Sandal Wanita,357.jpg,357.jpg,357,.jpg,1
358,LAX 474,LAX 474,205920,171600,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:10 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",10 cm,instock,1,Sandal->Sandal Wanita,358.jpg,358.jpg,358,.jpg,1
359,LIN 540,LIN 540,175680,146400,"Warna:Coklat Orange,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:8 cm",Warna:,Coklat Orange,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,359.jpg,359.jpg,359,.jpg,1
360,LTE 916,LTE 916,177120,147600,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:9 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",9 cm,instock,1,Sandal->Sandal Wanita,360.jpg,360.jpg,360,.jpg,1
361,LTD 554,LTD 554,179712,149760,"Warna:Marun Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:12 cm",Warna:,Marun Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",12 cm,instock,1,Sandal->Sandal Wanita,361.jpg,361.jpg,361,.jpg,1
362,LCC 918,LCC 918,152496,127080,"Warna:Biru,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:9 cm",Warna:,Biru,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",9 cm,instock,1,Sandal->Sandal Wanita,362.jpg,362.jpg,362,.jpg,1
363,LDI 513,LDI 513,178272,148560,"Warna:Coklat Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:8 cm",Warna:,Coklat Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,363.jpg,363.jpg,363,.jpg,1
364,LDI 921,LDI 921,178272,148560,"Warna:Hitam Putih,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:7 cm",Warna:,Hitam Putih,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,364.jpg,364.jpg,364,.jpg,1
365,LOL 513,LOL 513,186624,155520,"Warna:Coklat Hitam,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:12 cm",Warna:,Coklat Hitam,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",12 cm,instock,1,Sandal->Sandal Wanita,365.jpg,365.jpg,365,.jpg,1
366,LOL 783,LOL 783,187200,156000,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:12 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",12 cm,instock,1,Sandal->Sandal Wanita,366.jpg,366.jpg,366,.jpg,1
367,LOL 630,LOL 630,186624,155520,"Warna:Coklat Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:9 cm",Warna:,Coklat Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",9 cm,instock,1,Sandal->Sandal Wanita,367.jpg,367.jpg,367,.jpg,1
368,LTD 733,LTD 733,186624,155520,"Warna:Marun Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:12 cm",Warna:,Marun Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",12 cm,instock,1,Sandal->Sandal Wanita,368.jpg,368.jpg,368,.jpg,1
369,LTM 252,LTM 252,194112,161760,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:10 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",10 cm,instock,1,Sandal->Sandal Wanita,369.jpg,369.jpg,369,.jpg,1
370,LAX 891,LAX 891,204192,170160,"Warna:Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:10 cm",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",10 cm,instock,1,Sandal->Sandal Wanita,370.jpg,370.jpg,370,.jpg,1
371,LDI 143,LDI 143,179136,149280,"Warna:Orange Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:6 cm",Warna:,Orange Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,371.jpg,371.jpg,371,.jpg,1
372,LAN 824,LAN 824,170208,141840,"Warna:Merah Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:8 cm",Warna:,Merah Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,372.jpg,372.jpg,372,.jpg,1
373,LFS 968,LFS 968,166464,138720,"Warna:Ungu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:8 cm",Warna:,Ungu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,373.jpg,373.jpg,373,.jpg,1
374,LAN 375,LAN 375,170208,141840,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:8 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,374.jpg,374.jpg,374,.jpg,1
375,LDI 755,LDI 755,177120,147600,"Warna:Merah Muda,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:8 cm",Warna:,Merah Muda,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,375.jpg,375.jpg,375,.jpg,1
376,LLA 805,LLA 805,170208,141840,"Warna:Coklat Biru,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:8 cm",Warna:,Coklat Biru,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,376.jpg,376.jpg,376,.jpg,1
377,LDI 755,LDI 755,179136,149280,"Warna:Coklat Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:9 cm",Warna:,Coklat Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",9 cm,instock,1,Sandal->Sandal Wanita,377.jpg,377.jpg,377,.jpg,1
378,LCU 239,LCU 239,163296,136080,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:8 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,378.jpg,378.jpg,378,.jpg,1
379,LCU 567,LCU 567,158112,131760,"Warna:Coklat Cream,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:7 cm",Warna:,Coklat Cream,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,379.jpg,379.jpg,379,.jpg,1
380,LLV 491,LLV 491,156384,130320,"Warna:Hitam Merah,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:6 cm",Warna:,Hitam Merah,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,380.jpg,380.jpg,380,.jpg,1
381,LAO 666,LAO 666,207360,172800,"Warna:Coklat Abu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:7 cm",Warna:,Coklat Abu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,381.jpg,381.jpg,381,.jpg,1
382,LDI 272,LDI 272,179136,149280,"Warna:Merah Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:7 cm",Warna:,Merah Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,382.jpg,382.jpg,382,.jpg,1
383,LYS 775,LYS 775,176544,147120,"Warna:Merah,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:8 cm",Warna:,Merah,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",8 cm,instock,1,Sandal->Sandal Wanita,383.jpg,383.jpg,383,.jpg,1
384,LCU 649,LCU 649,158112,131760,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:6 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,384.jpg,384.jpg,384,.jpg,1
385,LFS 376,LFS 376,156960,130800,"Warna:Merah Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:5 cm",Warna:,Merah Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",5 cm,instock,1,Sandal->Sandal Wanita,385.jpg,385.jpg,385,.jpg,1
386,LFS 851,LFS 851,150048,125040,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:5 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",5 cm,instock,1,Sandal->Sandal Wanita,386.jpg,386.jpg,386,.jpg,1
387,LCC 248,LCC 248,160128,133440,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:9 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",9 cm,instock,1,Sandal->Sandal Wanita,387.jpg,387.jpg,387,.jpg,1
388,LMS 379,LMS 379,170496,142080,"Warna:Ungu Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:7 cm",Warna:,Ungu Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,388.jpg,388.jpg,388,.jpg,1
389,LWA 594,LWA 594,163872,136560,"Warna:Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,389.jpg,389.jpg,389,.jpg,1
390,LWA 521,LWA 521,158112,131760,"Warna:Coklat Abu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:5 cm",Warna:,Coklat Abu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",5 cm,instock,1,Sandal->Sandal Wanita,390.jpg,390.jpg,390,.jpg,1
391,LLA 302,LLA 302,163296,136080,"Warna:Kuning Tosca,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Kuning Tosca,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,391.jpg,391.jpg,391,.jpg,1
392,LMV 113,LMV 113,156240,130200,"Warna:Crem,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Crem,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,392.jpg,392.jpg,392,.jpg,1
393,LIS 468,LIS 468,160128,133440,"Warna:Abu Pink,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Abu Pink,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,393.jpg,393.jpg,393,.jpg,1
394,LRD 236,LRD 236,200448,167040,"Warna:Coklat Crem,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Eva,Heels:6 cm",Warna:,Coklat Crem,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Eva,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,394.jpg,394.jpg,394,.jpg,1
395,LSW 269,LSW 269,199296,166080,"Warna:Merah,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Merah,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,395.jpg,395.jpg,395,.jpg,1
396,LDG 444,LDG 444,177120,147600,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sepatu->Sepatu Wanita,396.jpg,396.jpg,396,.jpg,1
397,LOP 440,LOP 440,191376,159480,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:9 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",9 cm,instock,1,Sepatu->Sepatu Wanita,397.jpg,397.jpg,397,.jpg,1
398,LTR 357,LTR 357,163872,136560,"Warna:Putih Kombinasi,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Putih Kombinasi,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,398.jpg,398.jpg,398,.jpg,1
399,LTR 606,LTR 606,170208,141840,"Warna:Ungu,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Eva,Heels:3 cm",Warna:,Ungu,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Eva,",Heels:",3 cm,instock,1,Sandal->Sandal Wanita,399.jpg,399.jpg,399,.jpg,1
400,LIS 253,LIS 253,163872,136560,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,400.jpg,400.jpg,400,.jpg,1
401,LLA 950,LLA 950,187200,156000,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sandal->Sandal Wanita,401.jpg,401.jpg,401,.jpg,1
402,LMB 050,LMB 050,208512,173760,"Warna:Merah,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:10 cm",Warna:,Merah,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",10 cm,instock,1,Sandal->Sandal Wanita,402.jpg,402.jpg,402,.jpg,1
403,LIS 708,LIS 708,204192,170160,"Warna:Kuning Crem,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Kuning Crem,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,403.jpg,403.jpg,403,.jpg,1
404,LIS 325,LIS 325,204192,170160,"Warna:Hitam Putih,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Hitam Putih,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sandal->Sandal Wanita,404.jpg,404.jpg,404,.jpg,1
405,LDG 162,LDG 162,176544,147120,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sepatu->Sepatu Wanita,405.jpg,405.jpg,405,.jpg,1
406,LDG 562,LDG 562,177120,147600,"Warna:Merah,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:",Warna:,Merah,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",,instock,1,Sepatu->Sepatu Wanita,406.jpg,406.jpg,406,.jpg,1
407,LTE 273,LTE 273,184032,153360,"Warna:Crem,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Kelom,Heels:9 cm",Warna:,Crem,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Kelom,",Heels:",9 cm,instock,1,Sepatu->Sepatu Wanita,407.jpg,407.jpg,407,.jpg,1
408,LHE 729,LHE 729,205056,170880,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:6 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",6 cm,instock,1,Sepatu->Sepatu Wanita,408.jpg,408.jpg,408,.jpg,1
409,LDG 954,LDG 954,206784,172320,"Warna:Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Eva,Heels:5 cm",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Eva,",Heels:",5 cm,instock,1,Sepatu->Sepatu Wanita,409.jpg,409.jpg,409,.jpg,1
410,LML 722,LML 722,197280,164400,"Warna:Crem Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:12 cm",Warna:,Crem Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",12 cm,instock,1,Sandal->Sandal Wanita,410.jpg,410.jpg,410,.jpg,1
411,LTD 271,LTD 271,213696,178080,"Warna:Pink,Bahan:Canvas,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:",Warna:,Pink,",Bahan:",Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",,instock,1,Sepatu->Sepatu Wanita,411.jpg,411.jpg,411,.jpg,1
412,LLA 145,LLA 145,173952,144960,"Warna:Hitam Crem,Bahan:PU-Canvas,Ukuran:36 - 40,Keterangan:Sol PVC,Heels:7 cm",Warna:,Hitam Crem,",Bahan:",PU-Canvas,",Ukuran:",36 - 40,",Keterangan:",Sol PVC,",Heels:",7 cm,instock,1,Sepatu->Sepatu Wanita,412.jpg,412.jpg,412,.jpg,1
413,LEN 877,LEN 877,236736,197280,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,413.jpg,413.jpg,413,.jpg,1
414,LEN 771,LEN 771,237600,198000,"Warna:Marun,Bahan:Kulit Premium,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Marun,",Bahan:",Kulit Premium,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,414.jpg,414.jpg,414,.jpg,1
415,LEN 909,LEN 909,243936,203280,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:5 cm",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",5 cm,instock,1,Sandal->Sandal Wanita,415.jpg,415.jpg,415,.jpg,1
416,LEN 455,LEN 455,241200,201000,"Warna:Hitam,Bahan:Kulit Premium,Ukuran:36 - 40,Keterangan:Sol TPR,Heels:5 cm",Warna:,Hitam,",Bahan:",Kulit Premium,",Ukuran:",36 - 40,",Keterangan:",Sol TPR,",Heels:",5 cm,instock,1,Sandal->Sandal Wanita,416.jpg,416.jpg,416,.jpg,1
417,LLM 129,LLM 129,165168,137640,"Warna:Merah Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Merah Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,417.jpg,417.jpg,417,.jpg,1
418,LFL 504,LFL 504,167040,139200,"Warna:Coklat,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Coklat,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,418.jpg,418.jpg,418,.jpg,1
419,LFL 744,LFL 744,167040,139200,"Warna:Abu Kombinasi,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:7 cm",Warna:,Abu Kombinasi,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",7 cm,instock,1,Sandal->Sandal Wanita,419.jpg,419.jpg,419,.jpg,1
420,LLM 301,LLM 301,168192,140160,"Warna:Hitam,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:6 cm",Warna:,Hitam,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,420.jpg,420.jpg,420,.jpg,1
421,LLM 284,LLM 284,168192,140160,"Warna:Coklat Tua,Bahan:PU-PVC,Ukuran:36 - 40,Keterangan:Sol Fiber,Heels:6 cm",Warna:,Coklat Tua,",Bahan:",PU-PVC,",Ukuran:",36 - 40,",Keterangan:",Sol Fiber,",Heels:",6 cm,instock,1,Sandal->Sandal Wanita,421.jpg,421.jpg,421,.jpg,1
